brand,model,product_name,price,rating,shipping,url,3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Other Ports ,Package Contents ,Power Connector ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers,Length (mm),Height (mm)
MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 RTX 2070 GAMING Z 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,"$1,299.99 –",,,https://www.newegg.com/msi-geforce-rtx-2070-rtx-2070-gaming-z-8g/p/1FT-0009-001N7?Description=rtx,NONE,1830 MHz,MSI,2304,"12.09"" x 6.10""",NVIDIA,Double Fans,1410 MHz,NONE,22-Jan-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14 Gbps,"Twin Frozr 7 Thermal Design: TORX Fan 3.0 with Double Ball Bearings - Dispersion fan blade: Steep curved blade accelerating the airflow. - Traditional fan blade: Provides steady airflow to massive heat sink below. Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high. Zero Frozr technology: Stopping the fan in low-load situations, keeping a noise-free environment.  RGB Mystic Light: Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.  Dragon Center: 1 click to optimize all you need for smooth gaming.",NONE,GeForce RTX 2070,NVIDIA GeForce RTX 20 Series,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,307 mm,7680 x 4320,256-Bit,8GB,GDDR6,RTX 2070 GAMING Z 8G,4,OpenGL 4.5,NONE,NONE,1 x USB Type-C,NONE,"1 x 8-pin, 1 x 6-pin",NONE,NONE,NONE,Power consumption: 225W (default) Recommended PSU: 550W,NONE,Yes,0 reviews,307.086,154.94
MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,099.99 –",,,https://www.newegg.com/p/1FT-0009-004C6?Description=rtx,NONE,1800 MHz,MSI,2560,"11.69"" x 5.63""",NVIDIA,Double Fans,NONE,NONE,7-Jan-20,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14 Gbps,"Twin Frozr 7 Thermal Design TORX Fan 3.0 with Double Ball Bearings - Dispersion fan blade: Steep curved blade accelerating the airflow. - Traditional fan blade: Provides steady airflow to massive heat sink below. Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high. Zero Frozr technology: Stopping the fan in low-load situations, keeping a noise-free environment.  RGB Mystic Light Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.  Dragon Center A consolidated platform that offers all software including MYSTIC LIGHT functionality for your MSI Gaming product.",NONE,GeForce RTX 2070 SUPER,NONE,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,297 mm,7680 x 4320,256-Bit,8GB,GDDR6,NONE,4,OpenGL 4.5,NONE,NONE,NONE,NONE,"1 x 6-Pin, 1 x 8-Pin","NVIDIA NVLink (SLI-Ready), 2-way",RTX 2070 Super GAMING X,NONE,Pwr Supply: 650W,125W,Yes,0 reviews,296.926,143.002
MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$999.99 –,,,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-gaming-x/p/1FT-0009-004D8?Description=rtx,NONE,1800 MHz,MSI,2560,"11.69"" x 5.63""",NVIDIA,Double Fans,NONE,NONE,10-Mar-20,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14 Gbps,"Twin Frozr 7 Thermal Design TORX Fan 3.0 with Double Ball Bearings - Dispersion fan blade: Steep curved blade accelerating the airflow. - Traditional fan blade: Provides steady airflow to massive heat sink below. Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high. Zero Frozr technology: Stopping the fan in low-load situations, keeping a noise-free environment.  RGB Mystic Light Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.  Dragon Center A consolidated platform that offers all software including MYSTIC LIGHT functionality for your MSI Gaming product.",NONE,GeForce RTX 2070 SUPER,NONE,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,297 mm,7680 x 4320,256-Bit,8GB,GDDR6,RTX 2070 Super GAMING X,4,OpenGL 4.5,NONE,NONE,NONE,NONE,"1 x 6-Pin, 1 x 8-Pin","NVIDIA NVLink (SLI-Ready), 2-way",NONE,NONE,Pwr Supply: 650W,215W,Yes,0 reviews,296.926,143.002
MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 RTX 2070 ARMOR 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,"$1,099.99 –",,,https://www.newegg.com/p/1FT-0009-001M4?Description=rtx,Yes,1620 MHz,MSI,2304,"12.17"" x 6.10""",NVIDIA,Double Fans,1410 MHz,NONE,21-Jan-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14 Gbps,"Armor Thermal Design TORX Fan 2.0 with Double Ball Bearings - Dispersion fan blade: Steep curved blade accelerating the airflow - Traditional fan blade: Provides steady airflow to massive heat sink below Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high Zero Frozr technology: Stopping the fan in low-load situations, keeping a noise-free environment  RGB Mystic Light Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components",NONE,GeForce RTX 2070,NVIDIA GeForce RTX 20 Series,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,309 mm,7680 x 4320,256-Bit,8GB,GDDR6,NONE,4,OpenGL 4.5,NONE,NONE,1 x USB Type-C,NONE,"1 x 8-pin, 1 x 6-pin",NONE,RTX 2070 ARMOR 8G,NONE,Power consumption: 175W (default) Recommended PSU: 550W,NONE,NONE,0 reviews,309.118,154.94
MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$824.99 –,,,https://www.newegg.com/p/1FT-0009-004V1?Description=rtx,NONE,1800 MHz,MSI,2560,NONE,NVIDIA,NONE,NONE,NONE,25-Oct-20,NONE,NONE,NONE,NONE,14 Gbps,NONE,NONE,GeForce RTX 2070 SUPER,NONE,NONE,NONE,PCI Express 3.0 x16,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,RTX 2070 Super GAMING X,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER GAMING X TRIO 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,049.99 –",,,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-gaming-x-trio/p/1FT-0009-00444?Description=rtx,NONE,1800 MHz,MSI,2560,"12.91"" x 5.51""",NVIDIA,Triple Fans,NONE,NONE,9-Sep-20,DirectX 12,3 x DisplayPort,NONE,NONE,14 Gpbs,"TORX FAN 3.0 Award-winning fan design combining two different fin designs for cool & quiet gaming.  TRI-FROZR THERMAL DESIGN Using three of the award-winning TORX Fans 2.0 with Double Ball Bearings, Tri-Frozr is the pinnacle of air cooling.  ZERO FROZR Eliminates fan noise by stopping the fans in low-load situations so you can focus on your game.  RGB MYSTIC LIGHT Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.  MASTERY OF AERODYNAMICS Using groundbreaking aerodynamic techniques, the heatsink is optimized for efficient heat dissipation.  OC PERFORMANCE MSI OC graphics cards are equipped with higher clock speeds out of the box for increased performance.  MSI AFTERBURNER The ultimate overclocking software with advanced control options and real-time hardware monitor.",NONE,GeForce RTX 2070 SUPER,NONE,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,328 mm,7680 x 4320,256-Bit,8GB,GDDR6,RTX 2070 SUPER GAMING X TRIO,4,OpenGL 4.5,NONE,NONE,NONE,NONE,2 x 8-Pin,"NVIDIA NVLINK (SLI-Ready), 2-way",NONE,NONE,Power consumption: 215W Recommended PSU: 650W,215W,Yes,0 reviews,327.914,139.954
MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 GeForce RTX 2070 VENTUS 8G 256-Bit GDDR6 PCI Express x16 3.0 Video Card,$684.99 –,,99.99,https://www.newegg.com/msi-rtx-2070-ventus-8g-oc/p/1FT-0009-004U3?Description=rtx,NONE,NONE,MSI,NONE,NONE,NONE,NONE,NONE,NONE,19-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,RTX 2070 VENTUS 8G OC,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 RTX 2070 ARMOR 8G OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,"$1,199.99 –",,,https://www.newegg.com/msi-geforce-rtx-2070-rtx-2070-armor-8g-oc/p/1FT-0009-001N2?Description=rtx,NONE,1740 MHz,MSI,2304,"12.17"" x 6.10""",NVIDIA,Double Fans,1410 MHz,NONE,22-Jan-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14 Gbps,"Armor Thermal Design TORX Fan 2.0 with Double Ball Bearings - Dispersion fan blade: Steep curved blade accelerating the airflow - Traditional fan blade: Provides steady airflow to massive heat sink below Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation, keeping your temperatures low and performance high Zero Frozr technology: Stopping the fan in low-load situations, keeping a noise-free environment  RGB Mystic Light Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components",NONE,GeForce RTX 2070,NVIDIA GeForce RTX 20 Series,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,309 mm,7680 x 4320,256-Bit,8GB,GDDR6,RTX 2070 ARMOR 8G OC,4,OpenGL 4.5,NONE,NONE,1 x USB Type-C,NONE,"1 x 8-pin, 1 x 6-pin",NONE,NONE,NONE,Power consumption: 185W (default) Recommended PSU: 550W,NONE,Yes,0 reviews,309.118,154.94
MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER GAMING X TRIO 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$699.99 –,,99.99,https://www.newegg.com/p/1FT-0009-004U2?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,18-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
PNY,RTX 2070,"PNY GeForce RTX 2070 SUPER Mini - Graphics card - GF RTX 2070 SUPER - 8 GB GDDR6 - PCIe 3.0 x16 - HDMI, 3 x DisplayPort",$885.96 –,,31.0,https://www.newegg.com/p/1FT-000P-003U3?Description=rtx,NONE,NONE,PNY,NONE,NONE,NONE,NONE,NONE,NONE,24-Jun-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 RTX 2070 Ventus 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,$999.99 –,,,https://www.newegg.com/msi-geforce-rtx-2070-rtx-2070-ventus-8g/p/1FT-0009-001M8?Description=rtx,NONE,1620 MHz,MSI,2304,"8.90"" x 5.04""",NVIDIA,Double Fans,1410 MHz,NONE,31-Jan-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14 Gbps,"DUAL FAN THERMAL DESIGN  Dual fans covers more area of heatsink to take heat away more efficiently.   SOLID BACKPLATE  Increases toughness of the card to prevent bending while complementing the design.   MSI Afterburner  The ultimate overclocking software with advanced control options and real-time hardware monitor.   NVIDIA G-SYNC  Gives you more of what you want in a gaming experience. Incredibly smooth, tear-free gameplay at refresh rates up to 240 Hz.   VR READY  Certified to provide the performance required for a smooth experience in your VR adventures.",NONE,GeForce RTX 2070,NVIDIA GeForce RTX 20 Series,2.2,1 x HDMI 2.0b,PCI Express 3.0 x16,226 mm,NONE,256-Bit,8GB,GDDR6,RTX 2070 Ventus 8G,4,OpenGL 4.5,NONE,NONE,NONE,NONE,8-Pin,NONE,NONE,Dual Slot,Power consumption: 175W (default) Recommended PSU: 550W,NONE,Yes,0 reviews,226.06,128.016
EVGA,RTX 2070,"EVGA GeForce RTX 2070 SUPER XC ULTRA GAMING, 08G-P4-3173-KR, 8GB GDDR6, Dual HDB Fans, RGB LED, Metal Backplate","$1,199.99 –",,,https://www.newegg.com/evga-geforce-rtx-2070-super-08g-p4-3173-kr/p/1FT-001K-006W9?Description=rtx,NONE,1800 MHz,EVGA,2560,"10.62"" x 4.38""",NVIDIA,Double Fans,NONE,NONE,8-Oct-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14000 MHz,"NVIDIA Ansel  Adjustable RGB LED  All-Metal Backplate, Pre-Installed  Real-Time Ray Tracing  NVIDIA GeForce Experience  NVIDIA Highlights  NVIDIA G-SYNC Compatible  Game Ready Drivers  Microsoft DirectX 12 API, Vulkan API, OpenGL 4.5  NVIDIA GPU Boost  Built for EVGA Precision X1  Designed for USB Type-C and VirtualLink",NONE,GeForce RTX 2070 SUPER,NONE,2.2,1 x HDMI 2.0b,PCI Express 3.0,270 mm,7680 x 4320,256-Bit,8GB,GDDR6,08G-P4-3173-KR,4,OpenGL 4.5,"Windows 10 64-bit, Windows 7 64-bit",NONE,1 x USB Type-C VirtualLink,NONE,An available 6-pin PCIe power connector and an available 8 pin PCIe power connector,2-Way SLI,NONE,2.75 Slot,"650W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",215W,Yes,0 reviews,269.748,111.25200000000001
Coolfans,RTX 2070,Gigabyte GeForce RTX 2070 8GB 256-Bit GDDR6 Graphics Card GV-N2070WF2-8GD,$797.49 –,,,https://www.newegg.com/gigabyte-gv-n2070wf2-8gd/p/1FT-009W-00004?Description=rtx,NONE,NONE,GIGABYTE,NONE,NONE,NONE,NONE,1620 MHz,NONE,18-May-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NVIDIA GeForce RTX 20 Series,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,GV-N2070WF2-8GD,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,RTX 2070,"EVGA GeForce RTX 2070 Super KO Gaming, 08G-P4-2072-KR, 8GB GDDR6, Dual Fans","$1,702.79 –",,,https://www.newegg.com/p/1YF-00D3-00032?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,15-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,"ASUS DUAL-RTX2070S-8G-EVO - Graphics card - GF RTX 2070 SUPER - 8 GB GDDR6 - PCIe 3.0 x16 - HDMI, 3 x DisplayPort",$821.08 –,,61.0,https://www.newegg.com/p/1FT-000Y-00487?Description=rtx,NONE,NONE,ASUS,NONE,NONE,NONE,NONE,NONE,NONE,29-Aug-20,NONE,3 x DisplayPort,NONE,NONE,NONE,NONE,NONE,GeForce RTX 2070 SUPER,NVIDIA GeForce RTX 20 Series,NONE,1 x HDMI,NONE,NONE,NONE,NONE,8GB,GDDR6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,235W,NONE,0 reviews,0.0,0.0
GIGABYTE,RTX 2070,"GIGABYTE GeForce RTX 2070 Super GAMING OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N207SGAMING OC-8GC Video Card",$717.99 –,,99.99,https://www.newegg.com/p/1FT-000A-001C6?Description=rtx,NONE,,GIGABYTE,NONE,NONE,NONE,Triple Fans,NONE,NONE,26-Oct-20,NONE,NONE,NONE,None,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,GAMING OC,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
GIGABYTE,RTX 2070,"GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card",$776.99 –,,99.99,https://www.newegg.com/p/1FT-000A-001C0?Description=rtx,NONE,,GIGABYTE,NONE,NONE,NONE,Triple Fans,NONE,NONE,26-Oct-20,NONE,NONE,NONE,None,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,AORUS-8GC,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,"ASUS DUAL-RTX2070S-O8G-EVO - Overclocked Edition - graphics card - GF RTX 2070 SUPER - 8 GB GDDR6 - PCIe 3.0 x16 - HDMI,",$813.58 –,,49.0,https://www.newegg.com/p/1FT-000Y-004H4?Description=rtx,NONE,NONE,ASUS,NONE,NONE,NONE,NONE,NONE,NONE,24-Jun-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
EVGA,RTX 2070,"EVGA 08G-P4-3173-KR GeForce RTX 2070 Super XC ultra gaming, 8GB GDDR6, Dual HDB Fans, RGB LED, Metal Backplate","$1,992.79 –",,,https://www.newegg.com/p/1YF-00D3-00040?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,15-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
GIGABYTE,RTX 2070,GIGABYTE GeForce RTX 2070 SUPER DirectX 12 GV-N207SGAMINGOC WHITE-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,$736.99 –,,99.99,https://www.newegg.com/p/1FT-000A-001C3?Description=rtx,NONE,,GIGABYTE,NONE,NONE,NONE,Triple Fans,NONE,NONE,26-Oct-20,NONE,NONE,NONE,None,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,GAMING OC 3X WHITE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,ASUS ROG STRIX GeForce RTX 2070 SUPER Advanced Overclocked 8G GDDR6 HDMI DisplayPort USB Type-C Gaming Graphics Card (ROG-STRIX-RTX2070S-A8G-GAMING),$733.99 –,,99.99,https://www.newegg.com/p/1FT-000Y-004X8?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,26-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,ASUS ROG Strix RTX 2070 OC 8GB GDDR6 Graphics Card (90YV0C60-M0NM00),"$1,234.48 –",,55.0,https://www.newegg.com/p/1FT-000Y-001P8?Description=rtx,NONE,NONE,ASUSTEK,NONE,NONE,NONE,NONE,NONE,NONE,27-Jun-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GeForce RTX 2080,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,GDDR6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,260W,NONE,0 reviews,0.0,0.0
EVGA,RTX 2070,EVGA GEFORCE RTX 2070 SUPER XC HYBRID GAMING 8GB GDDR6 PCI Express 3.0 1800 MHz,$999.99 –,,,https://www.newegg.com/evga-08g-p4-3178-kr/p/1FT-001K-00CT0?Description=rtx,NONE,NONE,EVGA,NONE,NONE,NONE,NONE,NONE,NONE,6-Jul-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,08G-P4-3178-KR,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,2070 SUPER XC HYBRID GAMING,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,ASUS ROG-STRIX-RTX2070S-O8G-GAMING - OC Edition - graphics card - GF RTX 2070 SUPER - 8 GB GDDR6 - PCIe 3.0 x16 - 2 x HD,$853.99 –,,99.99,https://www.newegg.com/p/1FT-000Y-004X2?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,25-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,ASUS ROG STRIX GeForce RTX 2070 SUPER DirectX 12 ROG-STRIX-RTX2070S-8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,$844.99 –,,99.99,https://www.newegg.com/p/1FT-000Y-004X4?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,25-Oct-20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
ASUS,RTX 2070,ASUS ROG-STRIX-RTX2070S-O8G-GAMING - OC Edition - graphics card - GF RTX 2070 SUPER - 8 GB GDDR6 - PCIe 3.0 x16 - 2 x HD,$769.99 (3 Offers)–,,135.0,https://www.newegg.com/p/1FT-000Y-004A6?Description=rtx,NONE,NONE,ASUS,NONE,NONE,NONE,NONE,NONE,NONE,3-Oct-20,NONE,2 x DisplayPort,NONE,NONE,NONE,NONE,NONE,GeForce RTX 2070 SUPER,NVIDIA GeForce RTX 20 Series,NONE,2 x HDMI,NONE,NONE,NONE,NONE,8GB,GDDR6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,235W,NONE,16 (81% Positive),0.0,0.0
GIGABYTE,RTX 2070,"GIGABYTE GeForce RTX 2070 Super WINDFORCE OC 3X 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N207SWF3OC-8GD Video Card",$640.99 –,,99.99,https://www.newegg.com/p/1FT-000A-001C9?Description=rtx,NONE,,GIGABYTE,NONE,NONE,NONE,Triple Fans,NONE,NONE,26-Oct-20,NONE,NONE,NONE,None,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,WINDFORCE OC 3X,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0
Inno3D,RTX 2070,Inno3D RTX 2070 8GB GDDR6 Graphics Card (N20702-08D6-1160VA22),"$1,039.99 –",,,https://www.newegg.com/p/1FT-000N-001C6?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,31-Mar-19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GeForce RTX 2070,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,GDDR6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,225W,NONE,0 reviews,0.0,0.0
