Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
ASUS,1280,NVIDIA,Double Fans,1 x DVI-D,7-Oct-20,NONE,2 x DisplayPort 1.4,NONE,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,131.064,PCI Express 3.0,240.03,7680 x 4320,192-Bit,6GB,GDDR5,EX-GTX1060-O6G,OpenGL 4.5,No,Dual Slot,GTX 1060,1809.0,1594.0,8008.0,0.0,249.99,ASUS Expedition GeForce GTX 1060 EX-GTX1060-O6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,4.0
EVGA,1280,NVIDIA,Single Fan,1 x Dual-Link DVI-D,22-Oct-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,172.72,7680 x 4320,192-Bit,6GB,GDDR5,06G-P4-6161-KR,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8008.0,292.0,279.99,"EVGA GeForce GTX 1060 GAMING, ACX 2.0 (Single Fan), 06G-P4-6161-KR, 6GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",4.0
EVGA,1280,NVIDIA,Double Fans,1 x Dual-Link DVI-D,21-May-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,192-Bit,6GB,GDDR5,06G-P4-6267-RX,OpenGL 4.5,No,Dual Slot,GTX 1060,1835.0,1607.0,8008.0,11.0,340.0,"EVGA GeForce GTX 1060 06G-P4-6267-RX 6GB SSC GAMING ACX 3.0, 6GB GDDR5, LED, DX12 OSD Support (PXOC) Graphics Card",4.0
EVGA,1152,NVIDIA,ACX 2.0 Single Fan,1 x Dual-Link DVI-D,18-Jun-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,172.72,7680 x 4320,192-Bit,3GB,GDDR5,03G-P4-6160-KR,OpenGL 4.5,No,Dual Slot,GTX 1060,0.0,1506.0,8008.0,76.0,340.0,"EVGA GeForce GTX 1060 GAMING, ACX 2.0 (Single Fan), 03G-P4-6160-KR, 3GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",4.0
GIGABYTE,1280,NVIDIA,WINDFORCE 2X,1 x Dual-link DVI-D,22-Oct-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,114.046,PCI Express 3.0 x16,277.876,7680 x 4320,192-Bit,6GB,GDDR5,GV-N1060G1 GAMING-6GD REV 2.0,OpenGL 4.5,No,Dual Slot,GTX 1060,1847.0,1620.0,8008.0,292.0,427.99,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060G1 GAMING-6GD REV 2.0 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,5.0
GIGABYTE,1152,NVIDIA,WINDFORCE 2X,2 x Dual-link DVI-D,22-Oct-20,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,120.904,PCI Express 3.0 x16,223.012,7680 x 4320,192-Bit,3GB,GDDR5,GV-N1060WF2OC-3GD,OpenGL 4.5,No,Dual Slot,GTX 1060,1797.0,1582.0,8008.0,292.0,369.99,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060WF2OC-3GD 3GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,4.0
ZOTAC,1152,NVIDIA,Single Fan,1 x DL-DVI,10-Jul-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,173.99,7680 x 4320,192-Bit,3GB,GDDR5,ZT-P10610A-10L,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8.0,34.0,329.0,"ZOTAC GeForce GTX 1060 Mini, ZT-P10610A-10L, 3GB GDDR5 Super Compact",4.0
EVGA,1152,NVIDIA,ACX 2.0 Single Fan,1 x Dual-Link DVI-D,18-Jun-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,172.72,7680 x 4320,192-Bit,3GB,GDDR5,03G-P4-6162-KR,OpenGL 4.6,No,Dual Slot,GTX 1060,1835.0,1607.0,8008.0,89.0,340.0,"EVGA GeForce GTX 1060 SC GAMING, ACX 2.0 (Single Fan), 03G-P4-6162-KR, 3GB GDDR5, DX12 OSD Support (PXOC)",5.0
ASUS,1152,NVIDIA,Double Fans,1 x Native DVI-D,11-Feb-19,DirectX 12,2 x Native DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x Native HDMI 2.0b,130.048,PCI Express 3.0,242.062,7680 x 4320,192-Bit,3GB,GDDR5,DUAL-GTX1060-O3G,OpenGL 4.5,No,2.1 slots,GTX 1060,1809.0,1594.0,8008.0,73.0,652.99,ASUS Dual GeForce GTX 1060 DirectX 12 DUAL-GTX1060-O3G 3GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,4.0
ZOTAC,1280,NVIDIA,Double Fans,1 x DL-DVI-D,9-Sep-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,124.96799999999999,PCI Express 3.0,211.074,7680 x 4320,192-Bit,6GB,GDDR5X,ZT-P10620A-10M,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8.0,101.0,489.0,ZOTAC GeForce GTX 1060 DirectX 12 ZT-P10620A-10M 6GB 192-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,4.0
EVGA,1152,NVIDIA,EVGA ACX 3.0 Cooling,1 x Dual-Link DVI-D,9-Oct-18,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,192-Bit,3GB,GDDR5,03G-P4-6167-KR,OpenGL 4.5,No,Dual Slot,GTX 1060,0.0,1607.0,8008.0,25.0,339.0,"EVGA GeForce GTX 1060 3GB SSC GAMING ACX 3.0, 03G-P4-6167-KR, 3GB GDDR5, LED, DX12 OSD Support (PXOC)",4.0
ASUS,1152,NVIDIA,Single Fan,1 x DVI-D,21-May-20,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,120.904,PCI Express 3.0,182.88,7680 x 4320,192-Bit,3GB,GDDR5,PH-GTX1060-3G,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8008.0,16.0,440.0,ASUS GeForce GTX 1060 3GB Phoenix Fan Edition VR Ready HDMI DP DVI Graphics Card (PH-GTX1060-3G),5.0
EVGA,1152,NVIDIA,Double Fans,1 x Dual-Link DVI-D,12-Sep-16,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060 FTW+ Gaming,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,192-Bit,3GB,GDDR5,03G-P4-6367-KR,OpenGL 4.5,No,Dual Slot,GTX 1060,1860.0,1632.0,8008.0,5.0,350.0,EVGA GeForce GTX 1060 FTW+ Gaming DirectX 12 03G-P4-6367-KR 3GB 192-Bit GDDR5 PCI Express 3.0 FTW+ GAMING ACX 3.0 Video Card,5.0
MSI,1280,NVIDIA,Double Fans,1 x DL-DVI-D,13-Jun-19,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,115.06200000000001,PCI Express 3.0 x16,243.078,7680 x 4320,192-Bit,6GB,GDDR5,GTX 1060 6GT OCV1,OpenGL 4.5,No,Dual Slot,GTX 1060,1759.0,1544.0,8008.0,38.0,410.0,MSI GeForce GTX 1060 DirectX 12 GTX 1060 6GT OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,4.0
ASUS,1280,NVIDIA,Single Fan,1 x DVI-D,9-Sep-19,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,192-Bit,6GB,GDDR5,TURBO-GTX1060-6G,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8008.0,48.0,489.0,ASUS Turbo GeForce GTX 1060 TURBO-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,4.0
MSI,1280,NVIDIA,Single Fan,1 x DL-DVI-D,22-Oct-20,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,116.07799999999999,PCI Express 3.0 x16,187.96,7680 x 4320,192-Bit,6GB,GDDR5,GTX 1060 6G OCV1,OpenGL 4.5,No,Dual Slot,GTX 1060,1759.0,1544.0,8008.0,292.0,249.99,MSI GeForce GTX 1060 DirectX 12 GTX 1060 6G OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,4.0
GIGABYTE,1152,NVIDIA,WINDFORCE 2X,1 x Dual-Link DVI-D,12-Mar-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,114.046,PCI Express 3.0 x16,277.876,7680 x 4320,192-Bit,3GB,GDDR5,GV-N1060G1 GAMING-3GD 2.0,OpenGL 4.5,No,Dual Slot,GTX 1060,0.0,1620.0,8008.0,19.0,345.0,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060G1 GAMING-3GD 2.0 3GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,4.0
GIGABYTE,1280,NVIDIA,Single Fan,2 x Dual-link DVI-D,5-Jan-19,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,131.064,PCI Express 3.0 x16,168.91,7680 x 4320,192-Bit,6GB,GDDR5,GV-N1060IXOC-6GD,OpenGL 4.5,No,Dual Slot,GTX 1060,0.0,1556.0,8008.0,26.0,489.0,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060IXOC-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,5.0
ZOTAC,1280,NVIDIA,Single Fan,DL-DVI-D,7-Aug-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,173.99,7680 x 4320,192-Bit,6GB,GDDR5,ZT-P10600A-10L,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8.0,8.0,199.99,Zotac Geforce GTX 1060 6GB Mini ZT-P10600A-10L Gaming Video Graphics Card GPU,5.0
ZOTAC,1280,NVIDIA,Dual Fan IceStorm,1 x Dual-link DVI-D,16-Sep-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,121.92,PCI Express 3.0,210.058,7680 x 4320,192-Bit,6GB,GDDR5,ZT-P10600B-10M,OpenGL 4.5,No,Dual Slot,GTX 1060,1771.0,1556.0,8.0,58.0,489.0,"ZOTAC GeForce GTX 1060 AMP!, ZT-P10600B-10M, 6GB GDDR5 Super Compact Dual-Fan IceStorm Cooling FREEZE Fan Stop",4.0
PNY,1280,NVIDIA,Double Fans,1 x DL-DVI-D,26-Oct-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.76,PCI Express 3.0 x16,251.968,7680 x 4320,192-Bit,6GB,GDDR5,VCGGTX10606PB,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8.0,237.0,299.99,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606PB 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,4.0
PNY,1280,NVIDIA,Double Fans,1 x DVI-D,4-Jun-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,110.99799999999999,PCI Express 3.0 x16,251.968,7680 x 4320,192-Bit,6GB,GDDR5,VCGGTX10606XGPB-OC2,OpenGL 4.5,No,Dual Slot,GTX 1060,1759.0,1544.0,8008.0,1.0,489.0,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606XGPB-OC2 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,5.0
MSI,1280,NVIDIA,Single Fan,1 x DL-DVI-D,8-Aug-19,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,116.07799999999999,PCI Express 3.0 x16,187.96,7680 x 4320,192-Bit,6GB,GDDR5,GTX 1060 6G OCV1,OpenGL 4.5,No,Dual Slot,GTX 1060,1759.0,1544.0,8008.0,0.0,489.0,MSI GAMING GeForce GTX 1060 6GB GDRR5 192-bit HDCP Support DirectX 12 Single Fan VR Ready OC Graphics Card (GTX 1060 6G OCV1),
MSI,1280,NVIDIA,Single Fan,1 x DL-DVI-D,20-Sep-19,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,NONE,116.07799999999999,PCI Express 3.0 x16,187.96,7680 x 4320,192-Bit,6GB,GDDR5,NONE,OpenGL 4.5,No,Dual Slot,GTX 1060,0.0,1544.0,8008.0,0.0,299.0,MSI Geforce GTX 1060 6GB OC GDDR5 GeForce GTX 1060 6G OCV1 Video Card GPU,
ZOTAC,1280,NVIDIA,Double Fans,1 x Dual-link DVI-D,18-Mar-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,121.92,PCI Express 3.0,210.058,7680 x 4320,192-Bit,6GB,GDDR5,ZT-P10600B-10M,OpenGL 4.5,No,Dual Slot,GTX 1060,1771.0,1556.0,8.0,0.0,489.0,"ZOTAC GeForce GTX 1060 AMP Edition, ZT-P10600B-10M, 6GB GDDR5 PCI Express 3.0 Dual-link DVI, Display Port, HDMI IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior Graphics Card",
ZOTAC,1280,NVIDIA,Single Fan,1 x Dual-link DVI-D,21-May-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,173.99,7680 x 4320,192-Bit,6GB,GDDR5,ZT-P10600A-10L,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8.0,0.0,489.0,"ZOTAC GeForce GTX 1060 Mini, ZT-P10600A-10L, 6GB GDDR5 Super Compact",
ZOTAC,1280,NVIDIA,Single Fan,1 x Dual-link DVI-D,1-Oct-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,173.99,7680 x 4320,192-Bit,6GB,GDDR5,ZT-P10600A-10L,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8.0,85.0,489.0,"ZOTAC GeForce GTX 1060 Mini, ZT-P10600A-10L, 6GB GDDR5 Super Compact",4.0
MSI,1280,NVIDIA,Double Fans,1 x DL-DVI-D,13-Jun-19,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,115.06200000000001,PCI Express 3.0 x16,243.078,7680 x 4320,192-Bit,6GB,GDDR5,GTX 1060 6GT OCV1,OpenGL 4.5,No,Dual Slot,GTX 1060,1759.0,1544.0,8008.0,0.0,489.0,MSI GeForce GTX 1060 6GB DirectX 12 GTX 1060 6GT OCV1 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Graphics Card,
EVGA,1152,NVIDIA,With Fan,1 x Dual-Link DVI-D,21-May-20,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,192-Bit,3GB,GDDR5,03G-P4-5160-KR,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8008.0,0.0,335.0,EVGA GeForce GTX 1060 DirectX 12 03G-P4-5160-KR 3GB 192-Bit GDDR5 PCI Express 3.0 Video Card,
ASUS,1280,NVIDIA,Phoenix Fan,1 x Dual-link DVI-D,12-Sep-20,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0b,120.904,PCI Express 3.0,182.88,7680 x 4320,192-Bit,6GB,GDDR5,PH-GTX1060-6G,OpenGL 4.5,No,Dual Slot,GTX 1060,1708.0,1506.0,8008.0,0.0,453.99,ASUS Phoenix GeForce GTX 1060 PH-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,4.0
ASUS,1280,NVIDIA,Phoenix Fan,DVI-D,18-Dec-19,DirectX 12,2 x DisplayPort,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,120.904,PCI Express 3.0 x16,182.88,7680 x 4320,192-Bit,6GB,GDDR5,90YV09Q0-M0NA00,OpenGL 4.5,No,Dual Slot,GTX 1060,1873.0,1645.0,8008.0,0.0,489.0,ASUS ROG STRIX-GTX1060-O6G-GAMING graphics card - GF GTX 1060 - 6 GB - 90YV09Q0-M0NA00,
GIGABYTE,1280,NVIDIA,WINDFORCE 2X,2 x Dual-link DVI-D,22-Oct-20,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1060,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,120.904,PCI Express 3.0 x16,223.012,7680 x 4320,192-Bit,6GB,GDDR5,GV-N1060WF2OC-6GD,OpenGL 4.5,No,Dual Slot,GTX 1060,1797.0,1582.0,8008.0,292.0,488.99,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060WF2OC-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,4.0
